312494648	1
-83170511	1
-2081995388	1
1812921962	1
-992580021	1
-1672663997	1
-1075605182	1
445732814	1
-1694151968	1
-2088199947	1
286980754	1
-1777635836	1
-904807293	1
-951187529	1
972753621	1
-560292234	1
-877756675	1
593074179	1
1359394932	1
-1804659024	1
1800587907	1
-1690554121	1
103008710	1
1852146073	1
-746889708	1
-549233707	1
1624111863	1
-2069829322	1
1752619117	1
-922872462	1
-1670415741	1
109877634	1
-398999645	1
-927096806	1
1516868413	1
1189972510	1
-229350103	1
-1582382144	1
182017542	1
-385901906	1
1779067285	1
1593582012	1
1479303054	1
-663532884	1
1312394001	1
-549359161	1
-851106006	1
-103845547	1
2073820662	1
-7504646	1
-2086909777	1
681408932	1
268321063	1
-829805676	1
511145527	1
-350108755	1
-802968938	1
487179039	1
1671801744	1
1584282622	1
1925928396	1
1211506557	1
-78467438	1
-242512423	1
-1198218332	1
1348504444	1
370112912	1
-1807166134	1
877455719	1
-1912689669	1
1622174088	1
517680592	1
883035993	1
-912654059	1
591796503	1
-658462188	1
-897771838	1
-1482734459	1
1154741685	1
1894107081	1
-1000992243	1
-1970642163	1
1353011831	1
-500466605	1
556301205	1
1615903331	1
-649846165	1
1431537516	1
-2130491822	1
1936232593	1
-1036404953	1
1231348574	1
-1047504908	1
790521605	1
1809948577	1
-501894035	1
-577610648	1
2010164143	1
-679258422	1
-1669763185	1
